Name,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating
Ruin Sentinel,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:28,2014,11/13/2023,0,0,0
Belfry Gargoyle,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:11,2014,11/13/2023,0,0,0
The Lost Sinner,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:15,2014,11/13/2023,0,0,0
Executioner's Chariot,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:20,2014,11/13/2023,0,0,0
Duel,Yuka Kitimara,Dark Souls II OST,Video Game Music,00:14,2014,11/13/2023,0,0,0
Skeleton Lord,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:32,2014,11/13/2023,0,0,0
Covetous Demon,Yuka Kitimara,Dark Souls II OST,Video Game Music,00:46,2014,11/13/2023,0,0,0
"Mytha, the Baneful Queen",Yuka Kitimara,Dark Souls II OST,Video Game Music,02:30,2014,11/13/2023,0,0,0
Old Iron King,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:57,2014,11/13/2023,0,0,0
Scorpioness Najka,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:47,2014,11/13/2023,0,0,0
Royal Rat Authority,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:17,2014,11/13/2023,0,0,0
The Duke's Dear Freja,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:00,2014,11/13/2023,0,0,0
Royal Rat Vanguard,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:01,2014,11/13/2023,0,0,0
The Rotten,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:06,2014,11/13/2023,0,0,0
Queen of Drangleic,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:15,2014,11/13/2023,0,0,0
Looking Glass Knight,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:36,2014,11/13/2023,0,0,0
Darklurker,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:03,2014,11/13/2023,0,0,0
Milfanito,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:33,2014,11/13/2023,0,0,0
Demon of Song,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:34,2014,11/13/2023,0,0,0
"Velstadt, The Royal Aegis",Yuka Kitimara,Dark Souls II OST,Video Game Music,02:17,2014,11/13/2023,0,0,0
King Vendrick,Yuka Kitimara,Dark Souls II OST,Video Game Music,03:06,2014,11/13/2023,0,0,0
"Throne Defender, Throne Watcher",Yuka Kitimara,Dark Souls II OST,Video Game Music,02:33,2014,11/13/2023,0,0,0
Guardian Dragon,Yuka Kitimara,Dark Souls II OST,Video Game Music,01:56,2014,11/13/2023,0,0,0
Ancient Dragon,Yuka Kitimara,Dark Souls II OST,Video Game Music,02:32,2014,11/13/2023,0,0,0
Nashandra,Yuka Kitimara,Dark Souls II OST,Video Game Music,03:10,2014,11/13/2023,0,0,0
Longing,Yuka Kitimara,Dark Souls II OST,Video Game Music,06:37,2014,11/13/2023,0,0,0
"Lord, I Need You",Wade McNutt,"Christian Piano Meditation, Vol. 3",Christian & Gospel,03:48,2013,11/13/2023,5,1,5
Sand In My Boots,Morgan Wallen,Dangerous: The Double Album,Country,03:22,2021,11/13/2023,0,0,0
Sympathetic,Seether,Disclaimer II,Rock,04:10,2004,11/13/2023,0,0,0
Apologize,OneRepublic,Dreaming Out Loud (Bonus Track Version),Pop,03:28,2006,11/13/2023,0,0,0
Drunk Americans,Toby Keith,Drunk Americans - Single,Country,03:20,2014,11/13/2023,0,0,0
6 Gun Quota,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Pop,03:23,2007,11/13/2023,0,0,0
Rise Above This,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Pop,03:23,2007,11/13/2023,0,0,0
Compass,Lady Antebellum,Golden (Deluxe Edition),Country,03:03,2013,11/13/2023,0,0,0
Youth of the Nation,P.O.D.,Greatest Hits - The Atlantic Years,Rock,04:18,2006,11/13/2023,0,0,0
Weak,Seether,Isolate and Medicate (Deluxe Edition),Rock,03:48,2014,11/13/2023,0,0,4
Words As Weapons,Seether,Isolate and Medicate (Deluxe Edition),Rock,04:01,2014,11/13/2023,0,0,0
Xtraordinary,T-Weaponz,Just Begun…,Hip-Hop/Rap,03:52,2007,11/13/2023,0,0,0
The Gift,Seether,Karma & Effect,Rock,05:34,2012,11/13/2023,0,0,0
Darkest Part,Red,of Beauty and Rage,Rock,04:02,2015,11/13/2023,0,0,5
Yours Again,Red,of Beauty and Rage,Rock,04:49,2015,11/13/2023,0,0,5
Come Back Down,This Wild Life,Petaluma,Acoustic,03:37,2018,11/13/2023,36,4,5
Distant,Cory Wells,The Way We Are,Singer/Songwriter,02:07,2019,11/13/2023,17,0,3
Keiko,Cory Wells,The Way We Are,Singer/Songwriter,03:29,2019,11/13/2023,20,0,4
Wildfire,Cory Wells,The Way We Are,Singer/Songwriter,03:50,2019,11/13/2023,26,1,5
Harbor,Cory Wells,The Way We Are,Singer/Songwriter,04:01,2019,11/13/2023,27,1,5
Broken,Cory Wells,The Way We Are,Singer/Songwriter,03:18,2019,11/13/2023,30,1,5
Fall Apart (feat. Lizzy Farrall),Cory Wells,The Way We Are,Singer/Songwriter,03:12,2019,11/13/2023,15,6,3
Waiting,Cory Wells,The Way We Are,Singer/Songwriter,03:32,2019,11/13/2023,19,1,4
End of a Good Thing,Cory Wells,The Way We Are,Singer/Songwriter,04:38,2019,11/13/2023,17,1,5
Patience,Cory Wells,The Way We Are,Singer/Songwriter,03:45,2019,11/13/2023,20,2,5
Walk Away,Cory Wells,The Way We Are,Singer/Songwriter,03:49,2019,11/13/2023,22,0,5
Lost,Cory Wells,The Way We Are,Singer/Songwriter,03:52,2019,11/13/2023,16,1,4
Cement,Cory Wells,The Way We Are,Singer/Songwriter,03:05,2019,11/13/2023,11,0,4
Sleeptalk (Stripped),Hurtwave,Night Therapy I,Acoustic,03:52,2023,11/22/2023,24,2,5
Fever Dream (Stripped),Hurtwave,Night Therapy I,Acoustic,04:17,2023,11/22/2023,26,3,5
Overdose (Stripped),Hurtwave,Night Therapy I,Acoustic,03:50,2023,11/22/2023,26,2,5
Silent Night,Martin O'Donnell,Silent Night (Single),Christmas Music,01:49,2012,11/22/2023,10,0,5
All I Want For Christmas Is You,Michael Buble,Christmas,Christmas Music,02:54,2011,11/22/2023,7,0,0
Ave Maria,Michael Buble,Christmas,Christmas Music,04:03,2011,11/22/2023,5,0,0
Blue Christmas,Michael Buble,Christmas,Christmas Music,03:44,2011,11/22/2023,5,0,0
Christmas (Baby Please Come Home),Michael Buble,Christmas,Christmas Music,03:10,2011,11/22/2023,7,1,0
Cold December Night,Michael Buble,Christmas,Christmas Music,03:20,2011,11/22/2023,5,1,0
Feliz Navidad (ft. Thalia),Michael Buble,Christmas,Christmas Music,04:24,2011,11/22/2023,4,0,0
Frosty The Snowman (ft. The Puppini Sisters),Michael Buble,Christmas,Christmas Music,02:42,2011,11/22/2023,4,0,0
Have Yourself A Merry Little Christmas,Michael Buble,Christmas,Christmas Music,03:52,2011,11/22/2023,7,0,0
Holly Jolly Christmas,Michael Buble,Christmas,Christmas Music,02:01,2011,11/22/2023,8,0,0
I'll Be Home For Christmas,Michael Buble,Christmas,Christmas Music,04:27,2011,11/22/2023,5,1,0
It's Beginning To Look A Lot Like Christmas,Michael Buble,Christmas,Christmas Music,03:27,2011,11/22/2023,7,1,0
Jingle Bells (ft. The Puppini Sisters),Michael Buble,Christmas,Christmas Music,02:42,2011,11/22/2023,6,0,0
Let it Snow,Michael Buble,Christmas,Christmas Music,02:09,2011,11/22/2023,4,0,0
Santa Baby,Michael Buble,Christmas,Christmas Music,03:53,2011,11/22/2023,6,0,0
Santa Claus Is Coming To Town,Michael Buble,Christmas,Christmas Music,02:52,2011,11/22/2023,7,0,0
Silent Night,Michael Buble,Christmas,Christmas Music,03:50,2011,11/22/2023,4,0,0
Silver Bells (ft. Naturally 7),Michael Buble,Christmas,Christmas Music,03:09,2011,11/22/2023,4,1,0
The Christmas Song (Chestnuts Roasting On An Open Fire),Michael Buble,Christmas,Christmas Music,04:20,2011,11/22/2023,4,0,0
White Christmas (ft. Shania Twain),Michael Buble,Christmas,Christmas Music,03:38,2011,11/22/2023,8,1,0
Winter Wonderland,Michael Buble,Christmas,Christmas Music,02:31,2011,11/22/2023,4,0,0
Broken Soul,Texas in July,Bloodwork,Metal,04:04,2013,11/26/2023,13,1,5
Sweetest Poison,Texas in July,Bloodwork,Metal,04:31,2013,11/26/2023,9,2,4
Pseudo Self,Texas in July,Bloodwork,Metal,03:09,2013,11/26/2023,9,0,5
Defenseless,Texas in July,Bloodwork,Metal,03:13,2013,11/26/2023,12,3,4
The Void (feat. Levi Benton),Texas in July,Bloodwork,Metal,03:48,2013,11/26/2023,5,0,5
Inner Demons,Texas in July,Bloodwork,Metal,04:00,2013,11/26/2023,30,0,5
Decamilli (feat. Zack Hansen),Texas in July,Bloodwork,Metal,03:22,2013,11/26/2023,9,3,5
Nooses,Texas in July,Bloodwork,Metal,03:07,2013,11/26/2023,8,1,4
The Tightrope,Texas in July,Bloodwork,Metal,03:42,2013,11/26/2023,6,0,5
Illuminate,Texas in July,Bloodwork,Metal,03:12,2013,11/26/2023,6,3,4
Bloodwork,Texas in July,Bloodwork,Metal,04:42,2013,11/26/2023,7,1,5
Help Me Out,Alicks.,Help Me Out,Atmospheric,03:47,2015,11/28/2023,5,0,5
For You,All That Remains,The Order of Things,Rock,04:15,2015,11/28/2023,4,0,4
"Someone, Somewhere (Acoustic)",Ben Bruce,"Someone, Somewhere (Single)",Cover Music,03:44,2014,11/28/2023,2,0,5
This Oath,Caliban,I am Nemesis,Metal,03:40,2012,11/28/2023,5,2,4
Headphones (Acoustic),Carousel Kings,Duality (Acoustic),Acoustic,03:36,2015,11/28/2023,5,1,4
The Response,Cinema Sleep,Make Your Way,Metal,03:57,2013,11/28/2023,4,2,4
How to Never Stop Being Sad,dandelion hands,It's All in Your Head,Spoken Word,02:06,2013,11/28/2023,3,2,4
Stay With Me,"Diamond Eyes, Christina Grimmie",Stay with Me (Single),EDM,04:11,2015,11/28/2023,2,1,3
Building Steam With A Grain Of Salt,DJ Shadow,Endtroducing.....,Rap?,06:39,1996,11/28/2023,2,0,5
Another Place,Duumu,Dissociation,Electronic,02:49,2017,11/28/2023,10,1,5
I'll Come Find You,Duumu,Dissociation,Electronic,03:34,2017,11/28/2023,17,0,5
Hide & Seek,Garrett Garfield,Hide & Seek (Single),Cover Music,04:47,2018,11/28/2023,6,0,5
Coconut Dracula,Islander,Violence and Destruction,Rock,04:07,2014,11/28/2023,3,0,4
Daylight Goodbye,Message To Bears,Folding Leaves,Atmospheric Piano,05:50,2012,11/28/2023,5,1,4
Frameworks,MitiS,Frameworks (Single),EDM,04:48,2016,11/28/2023,3,0,3
Wildfires feat. Mattéo Gelsomino,Of Colours,Entelechy,Alternative,04:11,2018,11/28/2023,7,0,4
A Pattern in Pain (Acoustic),Phinehas,The Bridge Between,Acoustic,03:36,2013,11/28/2023,3,1,4
Welcome Back To The Brodeo,Scarlett O'Hara,Welcome Back to the Brodeo (Single),Metal,05:45,2017,11/28/2023,4,2,4
Second Star On The Right,Strangers to Wolves,Lost Boys,Rock,03:17,2013,11/28/2023,6,2,4
Untouchable,"Tritonal, Cash Cash",Untouchable (Single),EDM,03:49,2015,11/28/2023,3,1,3
Antihelminthica,Vermicide Violence,The Praxis of Prophylaxis,Deathcore,03:12,2020,11/28/2023,10,1,4
Gingivitriolic,Vermicide Violence,The Praxis of Prophylaxis,Deathcore,02:25,2020,11/28/2023,8,3,5
Coronaviscerated,Vermicide Violence,The Praxis of Prophylaxis,Deathcore,04:43,2020,11/28/2023,10,0,5
West of the Nile,Vermicide Violence,The Praxis of Prophylaxis,Deathcore,02:52,2020,11/28/2023,9,0,5
All we ever see of the stars are their old photographs,We Are the Emergency,We Are the Emergency,Alternative,03:40,2009,11/28/2023,5,0,3
Embers,Whisperer,Whisperer,Alternative,03:46,2015,11/28/2023,5,2,4
The Poets Cry For More,Being as an Ocean,How We Both Wonderfully Perish,Rock,03:29,2015,11/28/2023,3,0,4
L'exquisite Douleur,Being As An Ocean,How We Both Wonderfully Perish,Rock,03:57,2015,11/28/2023,0,0,4
To Far Shores,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:06,2022,12/05/2023,3,0,4
Memories of Memories,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:42,2022,12/05/2023,17,1,5
The Weight of Rain,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:12,2022,12/05/2023,16,0,5
The Knight,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:25,2022,12/05/2023,1,0,3
Redwood Colonnade,Lifeformed × Janice Kwan,TUNIC,Video Game Music,05:57,2022,12/05/2023,62,1,5
The Captain,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:55,2022,12/05/2023,1,1,3
Spirit Estuary,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:41,2022,12/05/2023,1,0,4
Antipodes,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:04,2022,12/05/2023,1,0,3
Color Confinement,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:16,2022,12/05/2023,0,0,4
Ancient Futures,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:46,2022,12/05/2023,0,0,4
This Is the Wrong Way,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:40,2022,12/05/2023,1,0,3
Contours of War,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:46,2022,12/05/2023,1,0,3
The Cats Are Hungry,Lifeformed × Janice Kwan,TUNIC,Video Game Music,00:42,2022,12/05/2023,1,1,3
The Siege,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:23,2022,12/05/2023,0,1,3
Hex Sequence,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:12,2022,12/05/2023,0,1,3
Sigil Seeker,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:45,2022,12/05/2023,0,0,3
Black Phosphors,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:27,2022,12/05/2023,0,0,3
Subterra,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:22,2022,12/05/2023,1,0,3
My Favourite Customer,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:38,2022,12/05/2023,0,0,3
Bone Stratum,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:50,2022,12/05/2023,0,1,0
Crouch Walker,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:46,2022,12/05/2023,0,1,0
Amphibious Assault,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:48,2022,12/05/2023,0,0,0
Ocean Glaze,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:01,2022,12/05/2023,1,0,0
Forget to Forget,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:44,2022,12/05/2023,1,0,0
Empyreal Observatory,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:45,2022,12/05/2023,1,0,0
Relics of Comradery,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:54,2022,12/05/2023,1,0,0
The Librarian,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:10,2022,12/05/2023,0,1,0
The Last Theorem,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:19,2022,12/05/2023,1,0,0
Sunset Breakfast,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:24,2022,12/05/2023,1,0,0
Sageless,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:34,2022,12/05/2023,1,0,0
Secret Legend,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:05,2022,12/05/2023,1,0,0
Carbon Harvest,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:36,2022,12/05/2023,1,0,0
Epochalypse,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:57,2022,12/05/2023,1,0,0
Ooze Control,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:11,2022,12/05/2023,0,0,0
The Administrators,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:29,2022,12/05/2023,0,1,0
What They Kept From Us,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:32,2022,12/05/2023,1,0,0
The Scavenger,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:08,2022,12/05/2023,1,0,0
Neon Shore,Lifeformed × Janice Kwan,TUNIC,Video Game Music,05:33,2022,12/05/2023,1,0,0
The Ones Who Came Before Us,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:57,2022,12/05/2023,1,0,0
Ghost Field,Lifeformed × Janice Kwan,TUNIC,Video Game Music,05:37,2022,12/05/2023,1,0,0
Patron Saint of Astronomers,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:59,2022,12/05/2023,1,0,0
Descension,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:05,2022,12/05/2023,1,0,0
The Round Table,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:56,2022,12/05/2023,1,0,0
Infinite Wishes,Lifeformed × Janice Kwan,TUNIC,Video Game Music,00:32,2022,12/05/2023,1,0,0
Soapstone Visions,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:19,2022,12/05/2023,1,0,0
The Heir,Lifeformed × Janice Kwan,TUNIC,Video Game Music,05:56,2022,12/05/2023,1,0,0
Ascendence,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:36,2022,12/05/2023,1,0,0
Ruin Seeker,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:23,2022,12/05/2023,1,0,0
Remember to Remember,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:45,2022,12/05/2023,3,0,5
Flux Is On,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:49,2022,12/05/2023,1,0,0
Afterhours,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:54,2022,12/05/2023,1,0,0
Mirror Moon,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:16,2022,12/05/2023,1,0,0
Nocturnals,Lifeformed × Janice Kwan,TUNIC,Video Game Music,05:57,2022,12/05/2023,1,0,0
Night Rites,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:46,2022,12/05/2023,1,0,0
Starlight Therapy,Lifeformed × Janice Kwan,TUNIC,Video Game Music,04:13,2022,12/05/2023,1,0,0
Snowmelt,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:17,2022,12/05/2023,1,0,0
This Time Is Different,Lifeformed × Janice Kwan,TUNIC,Video Game Music,03:16,2022,12/05/2023,1,0,0
Transcendence,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:29,2022,12/05/2023,1,0,0
From Far Shores,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:56,2022,12/05/2023,1,0,0
Early Birds,Lifeformed × Janice Kwan,TUNIC,Video Game Music,01:25,2022,12/05/2023,1,0,0
Arcane Arcade,Lifeformed × Janice Kwan,TUNIC,Video Game Music,02:51,2022,12/05/2023,1,0,0
LORDFARQUADZILLA,Bilmuri,400 LB Back Squat,Alternative Metal,03:27,2021,12/09/2023,119,0,5
ACOWBOYSHEAVYLOAD,Bilmuri,400 LB Back Squat,Alternative Metal,03:13,2021,12/09/2023,59,1,5
JACKEDANDSTACKEDMASSMONSTER,Bilmuri,400 LB Back Squat,Alternative Metal,03:15,2021,12/09/2023,48,1,5
lvl99ROIDMAGE,Bilmuri,400 LB Back Squat,Alternative Metal,03:21,2021,12/09/2023,68,0,5
LARGETHROBBINGPOSITIVEMINDSET,Bilmuri,400 LB Back Squat,Alternative Metal,03:03,2021,12/09/2023,52,0,5
KEEPINITBEEFY,Bilmuri,400 LB Back Squat,Alternative Metal,03:17,2021,12/09/2023,60,0,5
Relaxingboxfansleepambientsounds no.3,Bilmuri,400 LB Back Squat,Alternative Metal,03:32,2021,12/09/2023,11,0,4
Main Theme (E3 2018 Version),Hideki Sakamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:01,2018,12/10/2023,0,0,0
Opening - Super Smash Bros. Ultimate (Announcer),"Hideki Sakamoto, Abby Trott, Xander Mobus",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:07,2018,12/10/2023,0,0,0
Opening - Super Smash Bros. Ultimate (Announcer) (JP),"Hideki Sakamoto, Erina Koga, Xander Mobus",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:07,2018,12/10/2023,0,0,0
Opening - Super Smash Bros. Ultimate,"Hideki Sakamoto, Abby Trott",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:07,2018,12/10/2023,0,0,0
Opening - Super Smash Bros. Ultimate (JP),"Hideki Sakamoto, Erina Koga",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:07,2018,12/10/2023,0,0,0
Lifelight (JP),"Hideki Sakamoto, Erina Koga",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:46,2018,12/10/2023,0,0,0
Lifelight,"Hideki Sakamoto, Abby Trott",Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:46,2018,12/10/2023,0,0,0
Menu,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:15,2018,12/10/2023,0,0,0
Battlefield,Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:10,2018,12/10/2023,0,0,0
Final Destination,Yu Sugimoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:08,2018,12/10/2023,0,0,0
Mob Smash,Yoshihito Yano,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:25,2018,12/10/2023,0,0,0
Classic Mode: Mural,Yusuke Yamauchi,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:11,2018,12/10/2023,0,0,0
Classic Mode: Defeat,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:03,2018,12/10/2023,0,0,0
Classic Mode: Final Results,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:13,2018,12/10/2023,0,0,0
Classic Mode: Bonus Stage,Takafumi Sato,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:34,2018,12/10/2023,0,0,0
Master Hand,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:29,2018,12/10/2023,0,0,0
Crazy Hand,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:29,2018,12/10/2023,0,0,0
Master Hand / Crazy Hand,LindaAI-CUE,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:54,2018,12/10/2023,0,0,0
The Light Realm: Prologue,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:38,2018,12/10/2023,0,0,0
The Light Realm: March,Torine,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:18,2018,12/10/2023,0,0,0
The Light Realm: Base,Yusuke Yamauchi,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:19,2018,12/10/2023,0,0,0
The Dark Realm,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:36,2018,12/10/2023,0,0,0
The Dark Realm: The Mysterious Space,Yoshinori Hirai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:12,2018,12/10/2023,0,1,0
The Final Battle,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:07,2018,12/10/2023,0,0,0
The Final Battle: After the Transformation,Rio Hamamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:56,2018,12/10/2023,0,0,0
Galeem,Keisuke Ito,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:36,2018,12/10/2023,0,0,0
Dharkon,Keisuke Ito,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:05,2018,12/10/2023,0,0,0
Galeem/Dharkon,Hideki Sakamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:22,2018,12/10/2023,0,0,0
Main Theme Piano Solo,Hideki Sakamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,06:42,2018,12/10/2023,0,1,0
Free the Spirit!,Yusuke Kudo,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:56,2018,12/10/2023,0,0,0
Spirits: Collection,Yoshinori Hirai,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:40,2018,12/10/2023,0,0,0
Spirits: Inventory/Items,Yusuke Yamauchi,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,02:36,2018,12/10/2023,0,0,0
Tourney: Battle List,Yusuke Yamauchi,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,00:42,2018,12/10/2023,0,0,0
Tourney: Winner Announcement,Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:14,2018,12/10/2023,0,0,0
Tourney: Winner Announcement (No Intro),Katsuro Tajima,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,01:06,2018,12/10/2023,0,0,0
Training,Takafumi Sato,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,05:08,2018,12/10/2023,0,0,0
Vault,Yoshinori Kawamoto,Super Smash Bros. Anthology - Vol. 01: Super Smash Bros.,Game,03:30,2018,12/10/2023,0,0,0
